tweet,sentiment,sentiment_score,annotator,annotator_score,directness,directness_score,group,group_score,target,target_score
يظل التحرش عند الأنثى محرما وجريمة يعاقب عليها القانون حتى يقوم به الشخص المناسب لها فيصبح غزلا,normal,5,indifference,6,indirect,0,women,2,gender,2
دولة خنازير فعلا ...,abusive,0,indifference,6,indirect,0,other,1,origin,1
لو ذكر خنازير وباعة الكضيه خنزيرة شرق سلوى الله كما يرددون اسم محمد بن سلمان لأصبحو من اولياء الله الصالحين,disrespectful,3,indifference,6,indirect,0,other,1,other,0
يكفي انك جبان تسولف بالدايركت مثل الحريم تدور النقنقه,offensive,2,disgust,0,indirect,0,individual,0,other,0
@user من اي صندوق نفياة جمعتم هذه الزباله ي خنازير القذيره من الحاوية الى في اسطنبول والامن الى في انقره وال… @url,offensive,2,disgust,0,indirect,0,other,1,other,0
تفووووو على كل متبرجه حسافه العلم اللي رافعينه وفيه الشهادتين ع الاقل لاتدخلون رأيه التوحيد في مثل هذه الأماكن الفا… @url,abusive,0,shock,1,indirect,0,women,2,other,0
@user @user @user مانرجع مع خنازير حتى انتو تشبهونهم ما ادري ليهه منقطع معكم زيهم دويله,abusive,0,anger,2,direct,1,other,1,other,0
@user @user غرامات بالرشوة يا وسخ,disrespectful,3,shock,1,direct,1,individual,0,other,0
#في_بلادك_تقدري يكونوا عندك اهداف اهم من الزواج و الانجاب، بلا ما يقولولك  حابة تبقاي بايرة!!!!,normal,5,indifference,6,indirect,0,women,2,gender,2
@user @user قبل المباراة مورينيو قال لبوقبا اذا جاتك الكورة لا تحتفظ فيها ياعبد فعصب بوقبا وقاله العبد امس نام مع امك خنازير معليهم شره,disrespectful,3,indifference,6,indirect,0,individual,0,other,0
@user @user ايها البربري ...  النبي صل الله عليه وسلم  أوصى بشرب بول البعير وحتى عندكم يشربوه لسنا نحن ف… @user,normal,5,sadness,3,indirect,0,other,1,origin,1
@user مره واحد طفى السيجارة ف ايدي و هو معدي  لي عشان شعب وسخ,offensive,2,sadness,3,indirect,0,other,1,origin,1
بعد أفواج من المهاجرين السريين الأفارقة..ترحيل قاصرين مشردين من طنجة إلى تيزنيت: إنها سابقة خطيرة من نوعها وقعت في… @url,normal,5,indifference,6,direct,1,african_descent,3,other,0
تقول كِم ويدن أستاذة الاجتماع في جامعة كورنيل:,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user مالك دخل بين الحريم هش يالله,offensive,2,confusion,5,indirect,0,women,2,gender,2
@user @user في الغرب حرية جنسية تقوم جزئيا على التحرش كوسيلة تعبير وأصطياد وليست مدانة سياسا ونادر م… @url,offensive,2,shock,1,direct,1,women,2,gender,2
يالسخرية القدركويتية اعلاميةعايشةحياتهابالطول وبالعرض وهي يمكن بنظرالأب الى تدافع عنه متبرجة تنتقدالبنت الى رفعت قض… @url,disrespectful,3,shock,1,direct,1,women,2,other,0
#عباس_يمثل_نفسه جرائم خنازير حماس بحق الفلسطنين في غزة @url,abusive,0,indifference,6,direct,1,individual,0,origin,1
حينما تكون هي متبرجة لا يعني ذلك أن يكون قَدْرها الازدراء والتحقير والعبوس بوجهها أو الجور في حقها أو حتى اتهامها…,normal,5,indifference,6,indirect,0,women,2,other,0
مرة كان فيه دكتور يدرسنا لابتوبه كل أبوه كاتشب وأكل، وسخ مقزز، وما كان فيه برجكتر، فكنا نضطر نطالع في لابتوبه,offensive,2,indifference,6,direct,1,individual,0,other,0
اللي يدخل في بيئه وسخه يتحمل عواقبها لحد ما يسير وسخ زيهم .,disrespectful,3,indifference,6,indirect,0,other,1,other,0
@user هذا أحد خنازير وعبيد الريال القطري .,hateful,1,indifference,6,indirect,0,other,1,origin,1
@user كل اما اشوف الاستبن وحد من خنازير الاخوان واتبعهم اقول اعوذبالله من الخبث والخبائث,abusive,0,indifference,6,direct,1,other,1,other,0
انت خنزير جرار ساقط,abusive,0,indifference,6,direct,1,individual,0,other,0
@user @user هذا القرضاوي خنزير ونصاب وقد وجد ضالته في حكام قطر الأغبياء وسيطر عليهم وأخذ من أموال الش… @url,hateful,1,anger,2,direct,1,individual,0,religion,3
@user @user @user @user لا تخربي الحريم...يالو,offensive,2,indifference,6,direct,1,women,2,gender,2
مايرفع ضغطي الا الرجال المعرس أبو عيال اللي حاط أذنه عند الحريم ، و أي طقعه تصير بينه و بين حرمته وصلها لأمه و أهله… @url,offensive,2,indifference,6,indirect,0,other,1,gender,2
متتزوجيش و تعيشي الحياة بدون مايقولو بايرة و مسكينة,abusive,0,indifference,6,direct,1,individual,0,other,0
هذا فريقكم بدونه يا خنازير ♥️ @url,disrespectful,3,indifference,6,direct,1,other,1,other,0
@user للأسف رجال الأعمال السنه لا يهتمون لدينهم كما يفعل خنازير الشيعه,hateful,1,shock,1,direct,1,other,1,religion,3
لو أني بشتغل بتويتر بشيل العلامه الزرقا من اشباه الصحفيين وبحط  .. خنازير اكلتوا البلد .. #بس_بقول,hateful,1,disgust,0,direct,1,other,1,other,0
عشان ربنا مدينا هندوس عليهم,normal,5,shock,1,indirect,0,other,1,other,0
@user @user العصير ولا بول البعير هذا خخخ,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user @user شرب بول البعير مو سنه لازم تفهمين هذي هو مباح للعلاج وانتي تقولين تؤمن ببول البعير سؤالج غلط,normal,5,indifference,6,direct,1,individual,0,other,0
@user @user هذه عمالتكم وحقارتك يا خنازير ال سعود والصهاينة @url,hateful,1,disgust,0,direct,1,other,1,origin,1
@user @user @user @user @user راجع إحصائيات التحرش هتلاقى السعودية أكثر دولة عربية بها تحرش أيها الجاهليون,disrespectful,3,anger,2,direct,1,other,1,origin,1
@user @user @user بول البعير له أحكامه,normal,5,indifference,6,indirect,0,other,1,other,0
و تعد هذه القضية الثانية في عام واحد التي تؤكد على انتشار التحرش الجنسي في أمريكا: الأولى هي قضية #metoo (أنا أيضا)… @url,normal,5,indifference,6,indirect,0,other,1,origin,1
#حصيلة قتلى خنازير ملالي ايران الحوثي لهذا اليوم ، استطاع التحالف وقوات العمالقة والتهامية وابطال اليمن من قتل العش… @url,hateful,1,shock,1,indirect,0,other,1,origin,1
@user @user ضفدع وسخ,abusive,0,indifference,6,indirect,0,individual,0,other,0
اهل الشام احتضنوا العراقيين الشيعة والصفويون مرتزقة حسن وقبلهم الارمن فكان الرد هو الغدر ،،، خنازير لا يؤمن شرهم,hateful,1,sadness,3,indirect,0,other,1,origin,1
فعلا احسن وصف ليكم #خنازير_الجزيرة,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user @user بول البعير مأثر عليكي,offensive,2,shock,1,direct,1,individual,0,other,0
@user @user والله انك أكبر خنزير فى الكون,offensive,2,shock,1,indirect,0,individual,0,other,0
لو كنت مشرعاً لجرمت التحرش . . ولكن كل ما كان زي الفتاة وسلوكها والظروف كان مشجعاً للتحرش . . كل ما كانت عقوبة المت… @url,normal,5,shock,1,direct,1,women,2,gender,2
@user @user اكل خره أنتم خنازير وكلاب  بعضكم ينبح على بعض وش دخل الشيعه,offensive,2,shock,1,direct,1,other,1,religion,3
@user @user مشكلة المزمار انه صار يلعبوه اجانب ويضيفو كلام واشياء من عندهم زي الافارقة واليمنين ويجيك… @url,abusive,0,disgust,0,indirect,0,african_descent,3,origin,1
الافارقة اللي في سموحة واحشين جدا,normal,5,sadness,3,indirect,0,african_descent,3,origin,1
@user كلامك حقيقه والله التحرش رااااقد اووووع تجي السودان تاني بناكلك عديل المره الجايه,abusive,0,disgust,0,indirect,0,individual,0,gender,2
من علامات التخلف أن يبقى موضوع التحرش ما بين مُبررٍ ومُعارض، شيء لا يحتاج لنقاش يتحول لقضية رأي عام!,normal,5,sadness,3,direct,1,other,1,other,0
@user @user @user @user @user مذهبهم قتل وسبي واكل الجيف وشرب بول البعير وضراط...طاح حظهم وحظ كل عار,abusive,0,shock,1,direct,1,other,1,religion,3
@user @user @user هههههههع اسرت جيشنا انته يا شارب بول البعير تخسي اذا توصل للجيش العراقي ب 90… @user,abusive,0,indifference,6,direct,1,other,1,other,0
@user @user @user التحرش بالأطفال مب نكتة يا قذر,offensive,2,shock,1,direct,1,individual,0,other,0
@user ويتهمون اهل الجزيره بالهمجيه والتخلف وشرب بول البعير وهم يضاهون العالم بهمجيتهم ووحشيتهم,hateful,1,indifference,6,direct,1,other,1,other,0
بعدالودادوالنجمومازيمبي دورك يا حوريا#افريقيا_يا_اهلي,normal,5,indifference,6,direct,1,other,1,other,0
يتحكم فيها خنازير,disrespectful,3,indifference,6,direct,1,other,1,other,0
ما أعظم موقفك عند الله يا متبرجة يا من خلعت النقاب وتبرجت وفتنت المسلمين,normal,5,sadness,3,direct,1,women,2,gender,2
ليت يجي قرار يمنع الحريم من التغريد عن الرياضة.,normal,5,confusion,5,indirect,0,women,2,gender,2
بني سعود ومملكتهم إلى الزوال .بني سعود أبناء قردة وأبناء خنازير وأبناء شياطين وطغاة وقتلة الأطفال والنساء والعجزة ل… @url,hateful,1,shock,1,indirect,0,other,1,origin,1
@user لإن التحرش وسيلة ردع للإناث عن أنهم يخرجوا عن سطوة وسيطرة الجنس الاعلي,abusive,0,shock,1,direct,1,women,2,gender,2
يا فندم لن يغيروا المورث  دا كل مايعرفوة وضمان لسيطرتهم  على شاربى بول البعير عقولهم فارغة لايعرفون  سوى القتل والج… @user,offensive,2,shock,1,direct,1,other,1,other,0
@user @user @user ومصر مش لاهل امك ولا بلد ابوك مصر للمصريين ياخنزير البنا..  وانت بقي هربان في… @url,offensive,2,indifference,6,direct,1,individual,0,origin,1
@user يا اخوان هذا سوري علوي درزي حقير ولد زنا فلا فية رحمة والا انسانية ولا يفيد فية حتى الشتم لانة وسخ,offensive,2,shock,1,direct,1,individual,0,origin,1
@user @user لو سم هم ، احسن من بول البعير الي تشربوه,offensive,2,indifference,6,direct,1,other,1,other,0
يعني يلي بيشرب من بول البعير شو متوقع منو,disrespectful,3,shock,1,direct,1,other,1,other,0
@user هههههههه يبقى التحرش عادي بنظرها اذا هي الي تحرشت,disrespectful,3,sadness,3,indirect,0,women,2,gender,2
أنا لا أتحدّث عن خطأ تلك المشهورة كونها متبرجة هذا شيء آخر ! أنا أتحدّث عن تهوين التبرج ولا كأنّ الحجاب أمر ربّاني… @url,offensive,2,indifference,6,indirect,0,individual,0,other,0
@user @user @user شعب قذر وسخ جميع الألفاظ السيئة تنطبق عليكم,abusive,0,disgust,0,indirect,0,other,1,origin,1
لا ابو ابوكم شويه خنازير الله ينتقم منك ي مورينيو.,abusive,0,shock,1,direct,1,other,1,other,0
@user @user كما راك تضرب خط الرمل ف المتحجبة والمتجلببة والتي تمثل دور العفيفة سوء كانت متحجبة ام متبرجة,offensive,2,disgust,0,indirect,0,women,2,other,0
#عباس_يمثل_نفسه جرائم خنازير حماس بحق الفلسطنين في غزة @url,hateful,1,indifference,6,direct,1,individual,0,origin,1
#تطاول_نعمان_كورتلموش ماذا نتوقع من خنازير عُبَّاد القبور غير الطعن في دولة التوحيد والمتأجرة بدين الإسلام وهم لا د… @url,abusive,0,shock,1,indirect,0,other,1,origin,1
@user @user من متى تفهمون بالكورة يااصحاب دوري بول البعير,offensive,2,shock,1,direct,1,other,1,origin,1
@user @user هذا ما يوجد فالسعدوية لذلك أنصحك أخي بعدم المغامرة والذهاب إلى بلاد بول البعير @user,abusive,0,sadness,3,indirect,0,other,1,other,0
اي بقي ولم يجد له زبون لعدم الرغبة به وان كانت امرأة باير لم يحصل لها…,disrespectful,3,sadness,3,indirect,0,women,2,gender,2
@user كوزينة قيسي ..تاع وحدة بايرة,hateful,1,sadness,3,direct,1,women,2,gender,2
@user @user @user انثبري لحالك وش دخلنا فيك وبعدين مو كل وحده تطلع وتشتغل معناته متبرجة,offensive,2,shock,1,direct,1,individual,0,other,0
@user @user هم شايفيين المصاري الايرانية خنازير الارض الفلسطن,hateful,1,disgust,0,indirect,0,other,1,origin,1
@user @user @user @user عندما دعس الاستاذ عبداللطيف على خنازير الحضيرة تداعت لدعسته بقي… @url,offensive,2,indifference,6,indirect,0,individual,0,other,0
@user @user @user بول البعير و اثاره !!!!!,normal,5,indifference,6,indirect,0,other,1,other,0
ما أعظم موقفك عند الله يا متبرجة يا من خلعت النقاب وتبرجت وفتنت المسلمين,abusive,0,anger,2,direct,1,women,2,gender,2
كم التحرش الي بصير اكيد اله مرجعية اتفق عل… @url,normal,5,sadness,3,direct,1,women,2,gender,2
سوال من زمان كان ودي اسالك ياولد البلشتي ليش الاماراتي والاماراتيه متربين مع خنازير لادين لااصل ولااخلاق ولاشرف ولا… @url,hateful,1,disgust,0,direct,1,other,1,origin,1
@user @user @user @user انت روح اشرب لك كوبين بول البعير بتاعكم وانت تبئه كويس انشاء الله… @user,hateful,1,shock,1,direct,1,individual,0,origin,1
@user @user تعلمنا السب و الشتم منكم يا احفاد شاربين بول البعير يا حمير لا تغير الموضوع حكومتك شاطره ع ال… @user,abusive,0,shock,1,indirect,0,other,1,other,0
ضد التحرش والحق اكيد على المتحرش بس مش لدرجة لي عم يحكي عنا سلام زعتري زادها شوي #منا_وجر,offensive,2,disgust,0,indirect,0,individual,0,gender,2
ميمنعش انه ابن كلب وسخ برضوا,offensive,2,indifference,6,indirect,0,individual,0,other,0
#الدستور | خنزير متعصب.. مناقشة حول الهجرة تتحول إلى سيل شتائم لترامب,disrespectful,3,indifference,6,direct,1,individual,0,other,0
نشيخ بفعل الضرر لا بفعل السنين,normal,5,indifference,6,direct,1,other,1,other,0
@user يا أمعة  يا غبي من دعم الحرب على العراق ومن يجري أتفاقيات مع النظام السوري ويريد ارضاء النظام ومن دخل… @url,hateful,1,indifference,6,direct,1,individual,0,origin,1
مع خنازير إنجلترا كي لا يدربهم #زيدان,disrespectful,3,indifference,6,direct,1,other,1,other,0
مع أن اذا حصل التحرش فالغلط… @url,fearful,4,indifference,6,direct,1,women,2,gender,2
مشكله غيرة الشباب من بعض اخيس من الحريم تف عليك اذا انت من هالنوع,abusive,0,confusion,5,indirect,0,other,1,other,0
@user لحم خروف يعطيه الحكككة  ع خنزير كدة يعطيه الدياثة,offensive,2,indifference,6,indirect,0,other,1,other,0
@user هذ اوسخ من الكلب هذا خنزير,hateful,1,shock,1,indirect,0,individual,0,other,0
عندي توقع وتحليل وسخ اذا صار بصييح كانج سنتر تفقد قوتها,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user انا خايف بعد بضع سنين ترجعون لشرب بول البعير لان هذه العائلهستوكلكم تبن...المهم ان الل… @url,offensive,2,shock,1,indirect,0,other,1,other,0
هلا التحرش ما اله دخل بلبس البنت او تصرفاتها او بالمكان او الوقت المتواجدة فيه ، بس نرجع نحكي انه الحق على الانثى… @url,normal,5,indifference,6,indirect,0,women,2,gender,2
لو المتبرجه معتدلة الفكر كانت اقتنعت ان الحجاب فرض,normal,5,indifference,6,direct,1,women,2,gender,2
@user @user رجال لا يمكون غير الكلمه مجرد كلمه امام المال المسروق   ونفوز السلطه واوسخ واعر بشر مث… @url,offensive,2,sadness,3,indirect,0,other,1,other,0
المتحرش نفسه فأحيانا تكون المراه ملابسهامحتسمه وغير متبرجة  والكل يذهب لعمله  ومع ذلك يتحرش بها @url,normal,5,indifference,6,indirect,0,other,1,gender,2
@user @user دول خنازير مش خرفان,disrespectful,3,indifference,6,indirect,0,other,1,other,0
شارب بول البعير ويتغسل به ويتبارك به اسهل عليه ياكل الضب @url,disrespectful,3,indifference,6,indirect,0,other,1,other,0
ديما بزاف ديال البنات الي تشارك في حملات ضد التحرش #masaktach #ماساكتاش #ila_dsser_seffri تتلقاها هي الي تتصاحب مع… @url,normal,5,indifference,6,indirect,0,women,2,gender,2
@user @user خبير الكبتاغون امير من عندكن يا تبع بول البعير,offensive,2,anger,2,indirect,0,individual,0,other,0
@user @user @user هههعععععع اي علوم ههههه بول البعير,hateful,1,indifference,6,indirect,0,other,1,other,0
@user @user انت قلت يا كثر قصص التحرش انا معاك فعلاً عن التحرش و التحرش في كل مكان ولكن هل الفتاة بين هؤلاء… @url,normal,5,indifference,6,indirect,0,women,2,other,0
@user @user اخر من يتكلم انتم ياخونة ولالكم دار ولا بلد  انتم خنازير الغرب وطهران والشرف والغير… @url,offensive,2,indifference,6,direct,1,other,1,origin,1
@user @user @user @user @user سلطانكم يا الحريم سنين ينابح ولا حصل عليها، خلكن على كراتين البيض.,disrespectful,3,shock,1,indirect,0,women,2,other,0
@user @user @user ماسولف على الحريم  يلا اذلف,offensive,2,shock,1,direct,1,women,2,other,0
@user @user @user اكيد شارب بول البعير مبين من كلامك لان هذه القاذورات التي تتلفض بها اس… @url,hateful,1,sadness,3,indirect,0,individual,0,other,0
دا بالظبط السبب ان احصائيات التحرش والاغتصاب في البلاد العربيه اقل من بره @url,normal,5,confusion,5,indirect,0,other,1,gender,2
@user @user اشربي بول البعير و نامي,offensive,2,shock,1,indirect,0,women,2,origin,1
@user هاذ خنزير خاين وكلب من خان بلده يعتبر خنزير مشررد لعنه الله,hateful,1,confusion,5,indirect,0,individual,0,other,0
ههههههه ناطق التخالف أصلا كان شارب بول البعير. @url,hateful,1,shock,1,direct,1,other,1,origin,1
@user @user مال بول البعير بالموضوع طاب وماذا فعل شاربوا الماء كما انه الدراسات الغربيه والأجنبية اثبتت صحة… @user,offensive,2,indifference,6,indirect,0,other,1,other,0
من علامات التخلف أن يبقى موضوع التحرش ما بين مُبررٍ ومُعارض، شيء لا يحتاج لنقاش يتحول لقضية رأي عام!,disrespectful,3,sadness,3,direct,1,other,1,other,0
الأهم من كل ده المطلوب محسبة الجاني ان كان فرد او جماعة مش اكتر ومنقبلش ان خنزير يقول فرض عقوبات علي السعودية ولا ح… @url,disrespectful,3,indifference,6,indirect,0,other,1,other,0
تفاصيل زيارة وزراء الداخلية والصحة لمنطقة “حوباء” عقب اشتباكات دامية بسبب التحرش بفتاة @url,normal,5,anger,2,indirect,0,other,1,other,0
حصل شفت حمار بيبرر التحرش بنوع العلف؟,disrespectful,3,disgust,0,indirect,0,individual,0,gender,2
@user @user @user @user سير شرب بول البعير مع الضب وسد عليا فمك,offensive,2,shock,1,indirect,0,individual,0,other,0
تقبل بكل هذه التنازلات فقط للتخلص من كلمة بايرة,normal,5,sadness,3,indirect,0,women,2,other,0
الأهم من كل ده المطلوب محسبة الجاني ان كان فرد او جماعة مش اكتر ومنقبلش ان خنزير يقول فرض عقوبات علي السعودية ولا ح… @url,normal,5,indifference,6,indirect,0,other,1,other,0
حسب كلامه ان البنت المتبرجه تثير الشباب ، لكن حبيبي الشباب ما يقصروا يتحرشوا بالاخضر واليابس ما بس المتبرجه ، يعني… @url,disrespectful,3,confusion,5,direct,1,women,2,gender,2
وبعدين جنوب افريقيا اصلاً سوداء والبيض محتلي… @url,offensive,2,shock,1,indirect,0,african_descent,3,origin,1
فنحن نطالب كل متبرجة أو سفور تتعرض للإغتصاب أو التحرش أن تتحجب لأ… @url,normal,5,fear,4,indirect,0,women,2,gender,2
انا ح اعرسها عشان ما تقول عليها بايرة وتعال قول كلام ما عندك رجال يأدبوك دة قدامي ..,disrespectful,3,sadness,3,direct,1,women,2,gender,2
وانتي متبرجة مثيرة للشفقة,disrespectful,3,indifference,6,direct,1,individual,0,other,0
انشاءالله يعنى بالأسكواد الأساسى هندوس ع وش تشيلسى و حظهم ان كاس الحليب جاي قبل ماتشهم فى الدوري,offensive,2,shock,1,indirect,0,other,1,other,0
رد على بعض الافارقة المستعربين,normal,5,indifference,6,indirect,0,african_descent,3,origin,1
ليييه ليه ليه تخت صورة زيتونة مرت بباي دي بايره وله بايرة,disrespectful,3,disgust,0,direct,1,individual,0,other,0
وما علاقه المقطع بجهاد النكاح… @url,normal,5,indifference,6,indirect,0,other,1,other,0
شفيها لو طرشتي واتس تسولفين شوي مب لاازم فون مال ساعتين ترا مب كل الحريم لهن بارض هالكثر يسولفن والله,normal,5,sadness,3,indirect,0,women,2,gender,2
@user @user انت اكيد فهمان الكرامة غلط و مفكرها نوع من انواع الكبسة او من بول البعير اي اي تحكمنا مي… @user,hateful,1,indifference,6,direct,1,individual,0,other,0
حتي التحرش محرومة منه,offensive,2,confusion,5,indirect,0,individual,0,gender,2
السكين دحشها بقلبك خنزير مغتصب الاراض وقاتل الانبيأ الموت للسامية @url,hateful,1,shock,1,indirect,0,other,1,origin,1
@user @user كلهم خنازير المجوس,abusive,0,disgust,0,indirect,0,other,1,other,0
فتوى جديدة من #العراق يجوز شرب بول البعير وبول البقر وبول الماعز  ، اترك التعليق لكم . @url,abusive,0,disgust,0,indirect,0,other,1,origin,1
@user @user هسه اني ليش متعب نفسي ويه وحده تامن في بول البعير شفاء للمريض,offensive,2,disgust,0,direct,1,other,1,other,0
@user @user @user بنات بلادي حابين يرفعوا النسبة لل 15 مليون بايرة ياي لازم يتزوج 23 ويعاود في 30 كشما ينقص ضغط,abusive,0,anger,2,indirect,0,women,2,other,0
@user @user @user وانت يا دعدوع هل انت وهابي متحضر أو وهابي متخلف عقليا كأسيادك ال سلول شاربي بول البعير,hateful,1,indifference,6,direct,1,individual,0,origin,1
@user مدري ليش نظره المجتمع للمطلقه انها بايره وغير مرغوب فيها والكل يشفق عليها ولا فكرو لحظه ان يمكن زوجها كان زق وفيه عيوب الدنيا,offensive,2,indifference,6,indirect,0,women,2,gender,2
صباح الخير لكل الناس الا اللي بحكو انه لبس البنت هو سبب التحرش,disrespectful,3,sadness,3,indirect,0,women,2,other,0
@user @user ناقش  بهيم  ولا تناقش  شاربي بول  البعير  يا  بعير  #احط  لا وقت  عندي لكي أجادل   بهيم… @url,normal,5,sadness,3,indirect,0,other,1,origin,1
@user @user @user تخسى يا خنزير إيران،,abusive,0,disgust,0,indirect,0,other,1,origin,1
بيت وسخ بصحيح.   @url,offensive,2,disgust,0,indirect,0,other,1,other,0
