tweet,sentiment,sentiment_score,annotator,annotator_score,directness,directness_score,group,group_score,target,target_score
رؤساء اتحادات الرماية الافارقة في زيارة الي قناة السويس الجديدة .,normal,5,indifference,6,indirect,0,african_descent,3,other,0
@user @user @user لعنكم الله يا قردة ويا خنازير . عفحرة اعملوا فحص ل dna  بتعرفوا شو اصولكم يا قرود,offensive,2,disgust,0,indirect,0,other,1,other,0
@user @user اخرجوا خنازير الجزيرة تتغير اموركم كلها خلال 24 ساعه فقط الوضع بسيط بسيط ،،، الكل سيهرب… @url,normal,5,indifference,6,direct,1,other,1,other,0
يا كلب يا خنزير تراقب  مكوة امك  القحبه  وانت يا كلب فرحان,offensive,2,disgust,0,direct,1,individual,0,gender,2
لا واحسافة الحشمه . لاعادها من هديه اللي تجعلك خنزير. آه يالرجوله ذهبت ونجح من اراد اخراج المرأه من حشمتها. ذهبت لم… @url,hateful,1,disgust,0,direct,1,individual,0,other,0
@user @user @user مقوله شهيره .خنازير الخليج,abusive,0,indifference,6,direct,1,other,1,origin,1
ولا المراجل ما تجي بـ طعن الحريم .,normal,5,indifference,6,indirect,0,women,2,gender,2
@user @user @user لا مش شرط bacon يعني لحم خنزير، الي في الجمعيات غالباً لحم بقري أو ديك رومي الخ، ي… @url,normal,5,indifference,6,indirect,0,other,1,religion,3
#في_بلادك_تقدري  بالوطن العربي التحرش اذا كان لفضي او باللمس او تحرش جنسي شائع جدا وما فيها البنت تخرج من البيت اذا… @url,offensive,2,indifference,6,indirect,0,women,2,gender,2
كارتيرون فارس الفرسان.. ينتشل الأهلي من قاع إفريقيا إلى تاج الأميرة السمراء,normal,5,indifference,6,indirect,0,individual,0,other,0
ارتفاع  سعر  بول  البعير  في السعودية وعند  جعجع,hateful,1,indifference,6,indirect,0,other,1,origin,1
@user هيدا العهد يلي  وقفت البلد سنتين كرمالو بئن اذا بتريد وعمال معروف بلا فصاحتك وبعدان انت واحد خنزير صه… @url,offensive,2,indifference,6,indirect,0,individual,0,other,0
@user لا طبعا ايه التخلف ده ..كده يبقي مع كل حدث وطني  خنزير يعمل عمل ارهابي ونوقف البلد ويبقي كده اتحقق… @url,offensive,2,shock,1,indirect,0,other,1,origin,1
@user @user شيء موقع حق الحريم و العوائل ولكن الملعب حق ام نظارات الهبله,disrespectful,3,shock,1,direct,1,women,2,gender,2
خال يشق طيز زوجه ديوث..@url,offensive,2,shock,1,indirect,0,individual,0,gender,2
@user @user من يقتل الأطفال في اليمن الخونة والمرتزقة خنازير المجوس امثال نصر الشيطان الارهابي اللعنة عليه ح… @user,hateful,1,indifference,6,indirect,0,other,1,origin,1
@user موضوع لحاله وسخ اولا عدلوا الاسم يامنافقين,offensive,2,sadness,3,indirect,0,other,1,other,0
@user لانكم انتم وهم خنازير هذا الزمان فكيف تحاربوهم لعنه الله عليكم وعليهم اعداء الاسلام,hateful,1,shock,1,indirect,0,other,1,religion,3
ولا حد يدعي انه رجل ويجيب سيرة الحريم,abusive,0,indifference,6,indirect,0,individual,0,other,0
يظل التحرش تحرش حتى يقوم به الرجل المناسب ف يسمى غزلاً ....,normal,5,disgust,0,indirect,0,women,2,other,0
@user لزوم الشغل يا باشا ... ننطنطو وزغرطوا ... عشان الرعاع يصدقون الفلم وينجح المخرج بجدارة ... خنازير أمعات ...,disrespectful,3,anger,2,indirect,0,other,1,other,0
يعني الاجيال القديمه بنفس المكان و البلد و نفس العادات و التقاليد مسوين طالعين منها عشانها اقليه بالممكله قسم بالله… @url,normal,5,shock,1,indirect,0,other,1,origin,1
ترند السنه والله ماينفعش نعدي حدث غير مانرمي بظلال التحرش عليه @url,offensive,2,confusion,5,indirect,0,women,2,gender,2
ما اتحمّل اشوف شي وسخ؟؟ماعليه فوضى محدودة لكن وساخة لا…يعني مستحيل اشوف مناديل طايحة في الارض…او علب بلاستك مع الزر… @url,offensive,2,indifference,6,indirect,0,individual,0,other,0
@user @user @user من يشرب بول البعير يا بطبط @url,abusive,0,disgust,0,direct,1,individual,0,origin,1
أحد الافارقة في السكن معقباً على مطر يوم الأحد الشبه دائم: توقفي عن المطر هنا وامطري في أفريقيا.,normal,5,indifference,6,indirect,0,african_descent,3,other,0
اما اليوم أقول وراء كل امرأه متبرجه ديوث  ..,offensive,2,anger,2,indirect,0,other,1,other,0
@user @user @user ههههههههع مصدق نفس هوه الي واجه الجيش العراقي  يا شارب بول البعير ما تسترجي على گولت اخوانا السوريين,disrespectful,3,shock,1,direct,1,individual,0,other,0
بعد تحكي مع تقرا ف البشري و تقوليلها اووو اكيد بايره انتي شن متوقعه ترد عليك,normal,5,indifference,6,direct,1,women,2,gender,2
@user لا تروح يمكن انها حاطة صورة وحدة ثانية وتدخل الغرفة تلاقي خنزير قدامك,offensive,2,indifference,6,direct,1,individual,0,gender,2
@user @user @user @user بول البعير أفضل من شرب الخمور والدعاره !!,abusive,0,shock,1,indirect,0,other,1,origin,1
فتاة متبرجة سافرة ذكرت بالله,normal,5,indifference,6,indirect,0,individual,0,gender,2
اوه صح بنت اليمنية الذي يتم التحرش بها واغتصابها وقتلها بجرائم الشرف وتعتبر عار وليس لها قيمة وتتزوج وهي طفلة,offensive,2,shock,1,indirect,0,women,2,gender,2
لما صورة معرفك امرأة كاشفة الوجه متبرجة ؟,disrespectful,3,sadness,3,direct,1,women,2,gender,2
@user @user خنازير خنازير مفيش كلام,hateful,1,anger,2,indirect,0,other,1,other,0
@user هادي مفارق الحياه من لحظة تسليم السلطه لليد الأمينه. بقي خنزير رحل من الدنياء كلب.,hateful,1,indifference,6,direct,1,individual,0,other,0
يعني بالنهايه ما راح يتضرر غيرك وإذا كان طلاقة محتواه لإثبات… @url,abusive,0,disgust,0,indirect,0,individual,0,other,0
ترند السنه والله ماينفعش نعدي حدث غير مانرمي بظلال التحرش عليه @url,offensive,2,fear,4,indirect,0,women,2,gender,2
هي اتخرجت وقاعده في البيت مش معني كده انها بايره لا هي طول عمرها محترمه ومحدش يعرفها بس,normal,5,indifference,6,indirect,0,women,2,gender,2
@user هذا وامثله حاقدين على ال البيت ولشيعه الحمد لله الذي جعل  اعداء الشيعه مثل هذا خنازير,hateful,1,anger,2,indirect,0,individual,0,religion,3
@user @user @user مابه بايره,disrespectful,3,disgust,0,direct,1,women,2,gender,2
مش دايرة حجاب = كافرة متبرجة ما تصليش,hateful,1,disgust,0,direct,1,women,2,gender,2
تأثير شرب بول البعير @url,hateful,1,indifference,6,indirect,0,other,1,other,0
@user @user خنازير الجزيره تربيه يهود,hateful,1,indifference,6,indirect,0,other,1,origin,1
@user نعل ابوهم بقد أبو خنازير الحوثي,offensive,2,indifference,6,direct,1,other,1,origin,1
@user @user الله المستعان الله يحفظ سنة العراق من خنازير ايران,normal,5,disgust,0,indirect,0,other,1,religion,3
مؤمن زكريا ده وسخ لدرجة انه يوم ما جاب جول جابه في فريق استاذة لارا فقيه @url,abusive,0,disgust,0,direct,1,individual,0,other,0
اي امرأة متبرجة نازعة حجابها لاتشرفنا كا رجال وليس ذكور ولن نفكر نرتبط بها اشوفها نازعه حجابها كمية استحقا…,normal,5,disgust,0,direct,1,women,2,gender,2
ترامب يدافع عن كافانا ويقول إن إدعاءات التحرش هدفها سياسي,normal,5,indifference,6,direct,1,individual,0,other,0
لقدمضى على ايقاف حملة الاجرام الصليبية على الشعب السوري بعد ان تم عقد المصالحات وتسليم ماتم تحريره لقوات احتلال فهل شاهدنا اللاجئون بطوابير,normal,5,sadness,3,indirect,0,other,1,other,0
@user @user ايها البربري ...  النبي صل الله عليه وسلم  أوصى بشرب بول البعير وحتى عندكم يشربوه لسنا نحن ف… @user,normal,5,indifference,6,indirect,0,other,1,origin,1
وينها اربعينيه ثلاثينية او متزوجه بدويه  محرومه ندردش سوالف منحرفة ثلاثينيه,normal,5,indifference,6,indirect,0,women,2,other,0
@user @user الحين وش دخل قطر بسالفتي انا ماحبيتهم عشان اغلبهم لسانهم وسخ وانتهى كلامي,offensive,2,sadness,3,direct,1,other,1,origin,1
هذاء طبعكم يدخل بموضوع وترد عليه بالحق ويرجع يعيرك    مثل الحريم,disrespectful,3,shock,1,direct,1,women,2,other,0
يظل التحرش تحرش حتى يقوم به الرجل المناسب ف يسمى غزلاً ....,disrespectful,3,disgust,0,indirect,0,women,2,other,0
@user @user تربية ثور عاق وعجل شاذ وبقره متبرجه بلا حياء,offensive,2,shock,1,direct,1,individual,0,other,0
@user يا فيصل وصل كلامي للادارة من واقع خبره عليهم التعاقد مع الافارقة وعرب الافارقة عندهم روح وهذا اللي من ينجح الفريق,normal,5,indifference,6,direct,1,african_descent,3,other,0
وين الابداع بالردود وين التحرش اللي على اصوله وين المناشب عالطالعه والنازله شفيني راكد وامشي جنب الحيط,offensive,2,sadness,3,indirect,0,other,1,other,0
@user @user @user الحريم تعرف نفسها,offensive,2,indifference,6,indirect,0,women,2,gender,2
مصور حلبي بالتلفزيون السوري بالسجن بتهمة التحرش بزميلته @url,offensive,2,indifference,6,indirect,0,other,1,other,0
@user @user هيه ممنوع ويتعاقب على تحرشو بصح كيفاه راح يتوب ويحبس التحرش ونتي تزيدي تصعبيلو في المهمة ؟,disrespectful,3,anger,2,direct,1,individual,0,other,0
@user ياخنزيره الشعب السعودي شعب وفي شعب يحب قيادته شعب يثق في قيادته شعب يحب أمنه شعب يحب إستقراره شعب شاف ماح… @url,offensive,2,sadness,3,direct,1,other,1,origin,1
انك الوحيده لي مش بايره ف الدفعه,offensive,2,shock,1,indirect,0,individual,0,origin,1
من فوائد بول البعير تحقيق اعلى مراتب الفشل حتى في ابسط العمليات السرية للاستخبارات كعملية  #اغتيال_خاشقجي التي فضحت… @user,abusive,0,shock,1,direct,1,other,1,origin,1
للى بيقولوا لبس البنت سبب التحرش,disrespectful,3,shock,1,direct,1,women,2,gender,2
@user لا يا كابتن رضا هما دول خنازير الخليج اتعودوا يعاملوا المصريين كده وهما شغالين عندهم هناك فهو وامثال… @url,offensive,2,shock,1,indirect,0,other,1,origin,1
لو تفكرون فيها فكرة الكرتون منحرفة، تخيل دكتور طفش و قال بسوي لي ثلاث بنات صغار يعيشون معي @url,fearful,4,indifference,6,direct,1,individual,0,other,0
@user @user طيب قولي بايره وخلاص,normal,5,indifference,6,direct,1,women,2,gender,2
المشكله اكثر الحريم زوجناهم مسيار,normal,5,indifference,6,indirect,0,women,2,other,0
توقعت مافيه خنازير بهيئة بشر طلع فيه للاسف,offensive,2,shock,1,indirect,0,other,1,other,0
مغربيات يطلقن حملة #إلا_ضسر_صفري لمواجهة التحرش الجنسي بالمغرب @url @url,normal,5,sadness,3,direct,1,women,2,gender,2
ليييه ليه ليه تخت صورة زيتونة مرت بباي دي بايره وله بايرة,disrespectful,3,anger,2,direct,1,individual,0,other,0
@user لا ذبحنا صج وبعدين صوته ينرفز فيه بحة خنزير,offensive,2,indifference,6,indirect,0,individual,0,other,0
فعلا احاسيس خنزير يا اميرتي انا احبك يا مستقبل الامارات وبعدين تعالي اخطفيني هالحياه تعبتني @url,disrespectful,3,disgust,0,indirect,0,individual,0,gender,2
تأثير شرب بول البعير على بني سلول. @url,hateful,1,shock,1,indirect,0,other,1,origin,1
بصوا الحريم طيب @url,normal,5,indifference,6,indirect,0,women,2,gender,2
صباح الخير لكل الناس الا اللي بحكو انه لبس البنت هو سبب التحرش,disrespectful,3,fear,4,indirect,0,women,2,other,0
@user يا هبيلة... حيلا استفرغت على تويتر يا معاق عقلي.. حق الطاقة يا حمار مش الباخرة,abusive,0,shock,1,indirect,0,individual,0,other,0
ومهرجان الجونه هو نهاية طبيعيه لكل متبرجه انحرفت عن…,abusive,0,shock,1,direct,1,women,2,gender,2
فيه شايب مدري وش عند أمه اكثر من مره يدخل للبيت ويفجعنا يجلس يطالع نقلوا انزل ماينزل يطالع وشوي وينزل ..! شكله وسخ… @url,normal,5,indifference,6,indirect,0,other,1,other,0
@user @user هذا البيطري حرام يكون بين البشر . قاتل سفاح عميل اسراءيلي .فتنجي وهلاء بلش بشرب بول البعير من ا… @user,abusive,0,disgust,0,direct,1,individual,0,other,0
طال عمره ... طال عمره تركي الشيخ هندوس علي وش أمه,offensive,2,confusion,5,direct,1,individual,0,other,0
@user @user شحاذ  يا بول البعير,offensive,2,indifference,6,direct,1,other,1,origin,1
@user @user @user @user اسلوب قطري وسخ مامتربي,abusive,0,shock,1,direct,1,other,1,origin,1
@user @user صح لسانك بس الكلب وفي وهذا خنزير نتن,hateful,1,shock,1,direct,1,individual,0,origin,1
@user يلا يتحرقوا كلهم بجاز وسخ,normal,5,shock,1,indirect,0,other,1,other,0
إلا ثلل منحرفة لاتمثل مكارم الاخلاق والحب… @url,normal,5,indifference,6,indirect,0,other,1,other,0
بداية حديثك عن التحرش بنبره هادئة له أثر طيب في نفس كل من يرفض هذا السلوك المشين وسقطه اخلاقيه…,normal,5,indifference,6,indirect,0,individual,0,other,0
@user @user والله انك أكبر خنزير فى الكون,offensive,2,disgust,0,indirect,0,individual,0,other,0
@user لعنة الله عليك وعلى إيران يا خنزير,hateful,1,disgust,0,indirect,0,other,1,origin,1
#مرسي وصفنا بأننا (خنازير) ولم يقابل أي وفد إسرائيلي..,abusive,0,shock,1,direct,1,individual,0,other,0
لا تعشقي وهابيا سيحدثك في ليالي الرومانسية عن الجن و القبر و بول البعير ...,abusive,0,anger,2,indirect,0,women,2,other,0
@user @user حرر بلدك يا خنزير,offensive,2,disgust,0,direct,1,individual,0,origin,1
خنزير ومذيع في الخنزيرة,abusive,0,indifference,6,indirect,0,individual,0,other,0
اول خطوات الفشل هو ان تتزوج وانت معاق عقلي يتزوج لأجل ان يقولو انه تزوج ، ويتزوج لاشباع رغبه وغريزة وشهوة,offensive,2,shock,1,indirect,0,other,1,origin,1
@user وي هادشي لي جاري بيه العمل الى تم التحرش بفتاة ما كتأكد أنها زوينة و الى العكس راها مفيها ميتشاف,normal,5,sadness,3,indirect,0,women,2,gender,2
@user كلهم خنازير مايعتبرون للعرب قيمه,disrespectful,3,disgust,0,indirect,0,other,1,other,0
إن تحدث عن التبرج دافع وقال : ربما تكون متبرجة لكنه…,disrespectful,3,indifference,6,direct,1,women,2,gender,2
@user @user @user صح عندي مشكله بالفهم اظن ان بول البعير الذي شربته هو بول عامل بنگالي,offensive,2,disgust,0,indirect,0,individual,0,origin,1
نادي وسخ وفرقه وسخه,offensive,2,indifference,6,direct,1,other,1,other,0
@user @user @user المهم شربت اليوم جرعتك من بول البعير,abusive,0,indifference,6,indirect,0,individual,0,origin,1
في ناس كدا مهما زودت powder و foundation و لبس شيك عمرهم مهينضفوا لان جواهم  وسخ,fearful,4,indifference,6,indirect,0,other,1,other,0
خروج المرأة إلى السوق متطيبة أو متبرجة بالثياب الجميلة الفاتنة خروج محرم لايحل؛ لما في ذلك من الفتنة بها ومنها.,normal,5,indifference,6,direct,1,women,2,other,0
رعاع القوم وشاربي بول البعير يحاصرون شعباً يفوق عدد سكانه دولهم مجتمعه ، يحاصرون ويجوعون شعباً من اكرم وانبل شعوب ا… @user,hateful,1,indifference,6,indirect,0,other,1,origin,1
#ملاحظه_عن_تجربة نوعية الفتيات التي تجدها في حملات ضد التحرش هي الاكثر ارتباطا بعلاقات مع عدة رجال و ممارسة للجنس خ… @url,offensive,2,shock,1,indirect,0,women,2,gender,2
غير عن الحريم الكاشفات,normal,5,indifference,6,indirect,0,women,2,gender,2
@user ليلة جلد خنازير مانشستر,disrespectful,3,indifference,6,indirect,0,other,1,other,0
استغفرالله .. يعني بصراحه بعض الشباب احسهم راضعين دهن خنزير,hateful,1,indifference,6,direct,1,other,1,other,0
@user ياشيخنا انت رجال مابتقابل شغلك كلو مع الحريم الله يختن لسانك ياخي كرهتنا الحريم,disrespectful,3,shock,1,direct,1,individual,0,other,0
ربنا يولع فيكى ب جاز وسخ يااوسخ شخصية ف العالم,normal,5,disgust,0,direct,1,individual,0,origin,1
@user واضح انك خنزير مع مرتبت الشرف,disrespectful,3,indifference,6,indirect,0,individual,0,other,0
تكوني امراة بدون ان تصنفي الى عاهرة مطلقة ارملة بايرة,disrespectful,3,indifference,6,indirect,0,women,2,gender,2
@user @user @user خنزير,disrespectful,3,disgust,0,indirect,0,other,1,other,0
دى بايره ازاى طيب .. هو حصل ايه فى الدنيا يا حدعااااان — ما هما الحلوين اللي بيبقو بايرين @url,normal,5,sadness,3,indirect,0,individual,0,gender,2
@user @user @user أوقف النقاش فوراً عندما تسمع بول البعير.. لأن أصحاب هذه الفكرة يرون أنك متخ… @url,normal,5,indifference,6,direct,1,other,1,other,0
@user @user ههههههههههه ههههههههههه ههههههههههه بد تعتبر نفوسكم رجال  يا خنازير لو كنتو رجال ماجبتو مرتزقة م… @url,offensive,2,anger,2,indirect,0,other,1,origin,1
@user مشكله خنازير الكويت والله فاهمين الدمغراطيه غلط,offensive,2,shock,1,direct,1,other,1,origin,1
@user هذا العمليه الإجراميه الإرهابيه برعايتكم يا دموييين يا انجاس تسوون فتنه بين المسيحيين الأقباط والمسلمين ل… @url,hateful,1,indifference,6,direct,1,other,1,origin,1
القلوة غير مشتة عند شاربي بول البعير @url,normal,5,indifference,6,indirect,0,other,1,origin,1
@user @user مبقاش غير الانجاس راضعي لبن الكبير وشاربي بول البعير اللي يتكلموا علي اسيادهم,abusive,0,disgust,0,direct,1,other,1,religion,3
دليل علمي جديد على أن البربر -الأماسيخ- و -أبناء عمومتهم في جزيرة العرب- e1b1b بدو رعاة خنازير وليسوا السكان الأصلي… @url,normal,5,anger,2,direct,1,other,1,origin,1
عاهرة # متسيبة # خامجة # مسترجلة # موسطاشة # عورة # ناقصة #  باير…,disrespectful,3,shock,1,direct,1,women,2,other,0
@user @user انقلي لنا البشائر عن دهس خنازير المجوس,abusive,0,indifference,6,direct,1,other,1,other,0
@user لا تلاحظ انه كلام كلام شرب بول البعير و افتخارك ب الأوربيين من قتل اجدادك هذا دليل انك بدون مبدأ و لا ه… @user,normal,5,indifference,6,direct,1,individual,0,origin,1
@user مستنقع خنازير #جزيرة_شرق_سلوى,hateful,1,shock,1,indirect,0,other,1,origin,1
@user @user @user جهله لاتفقهون الا شرب بول البعير واكل الضب والضب انكس ماخلق الله,abusive,0,indifference,6,direct,1,other,1,other,0
لا بارك الله في الحمدين خنازير الارهاب @url,hateful,1,disgust,0,indirect,0,other,1,origin,1
@user وتتميز ايضاً ب ثوابت دينيه وعقائديه واخلاقيه..اقل مايقال عنها..انها منحرفة,offensive,2,indifference,6,indirect,0,other,1,origin,1
ما أعظم موقفك عند الله يا متبرجة يا من خلعت النقاب وتبرجت وفتنت المسلمين,hateful,1,disgust,0,direct,1,women,2,gender,2
اول خطوات الفشل هو ان تتزوج وانت معاق عقلي يتزوج لأجل ان يقولو انه تزوج ، ويتزوج لاشباع رغبه وغريزة وشهوة,offensive,2,disgust,0,indirect,0,other,1,origin,1
@user هذا جزاءكو يا شاربي بول البعير يا قرن الشيطان على قتل خاشقجي و حصار غزة و هدم اليمن و قتل اطفاله و الجفا… @user,offensive,2,shock,1,direct,1,other,1,origin,1
@user @user مالك دخل بين الحريم هش يالله,offensive,2,indifference,6,indirect,0,women,2,gender,2
@user @user انت رجاع خود جرعة من بول البعير ولا تدخل بيناتنا يا زق,offensive,2,shock,1,direct,1,individual,0,origin,1
لحس مص ممحمونة محنة عاهرة منحرفة مطلقة مولعه مشتهية كلبه كلبتك],offensive,2,shock,1,direct,1,other,1,gender,2
تتفلسفين عن أمور بينما الأمور المحرمة قطعيا وإ… @url,normal,5,confusion,5,direct,1,individual,0,other,0
@user @user الاغلبيه متبرجه,abusive,0,shock,1,indirect,0,women,2,other,0
#شنو_ناقصك_بهل_الوقت سألوا حكيماً: وقالوا من هي اجمل الحريم فقال: اللي يسبونها كل الحريم,normal,5,sadness,3,indirect,0,women,2,gender,2
رعاة الغنم دول،  شاربي بول البعير,disrespectful,3,anger,2,indirect,0,other,1,other,0
@user @user هو من جماعة شرب بول  البعير حلال والأرض مسطحة وثابتة والشمس  تدور حولها  @url,disrespectful,3,indifference,6,direct,1,individual,0,origin,1
@user @user @user بول البعير انظف من بول المعممين الذي تشربونه,disrespectful,3,disgust,0,direct,1,other,1,religion,3
@user والله هذه مبادئكم من عهد عبدالرحمن بن سعود رحمه الله  التحرش بالاندية وصنع عداوات في كل مكان والتش… @url,normal,5,indifference,6,direct,1,other,1,other,0
من فوائد بول البعير تحقيق اعلى مراتب الفشل حتى في ابسط العمليات السرية للاستخبارات كعملية  #اغتيال_خاشقجي التي فضحت… @user,hateful,1,shock,1,direct,1,other,1,origin,1
@user @user في حريم مستعجلات على بالها سواقة السيارة مثل سواقة الدراجة,disrespectful,3,disgust,0,direct,1,women,2,gender,2
@user لا مصدقش بيرلو وسخ ويعملها,normal,5,indifference,6,indirect,0,individual,0,other,0
@user @user على اساس انتي بروفيسورة بعلم شراب بول البعير الطازج ومتفتهمين كلامي,disrespectful,3,shock,1,direct,1,individual,0,other,0
@user لا لا ماعارف وكنت منتظركم تجو توروني وهسه انت جيت عايز توريني ومعناها بايرة خلاص شكرا لـيك ما توريني ...,disrespectful,3,indifference,6,indirect,0,other,1,gender,2
@user @user @user وش دخلك بالحب انطم وخليك معي بس تمام لاجي اشربك بول البعير,abusive,0,indifference,6,direct,1,individual,0,other,0
@user هذولا خنازير الحوث الكلاب اطهر منهم وأوفا منهم,abusive,0,disgust,0,direct,1,other,1,origin,1
@user @user لا خنازير احلا,offensive,2,indifference,6,indirect,0,other,1,other,0
وبالنسبه لسب الحريم شوفي اعلام السعو… @url,offensive,2,indifference,6,indirect,0,women,2,other,0
ولو اتخطبت تبقا خاينه وقليله الاصل ...ولو فضلت مستنياه تبقا بايره ومش لاقيه حد يعبرها فيهملها واول ماتجيله فرصه يخط… @url,normal,5,indifference,6,indirect,0,women,2,gender,2
@user @user اي شرع يا خنزير القحباني؟ ان تقتل وتقطع وتذيب الجثة هذا دين داعش السعودي الوهابي المجنون… @url,abusive,0,shock,1,direct,1,individual,0,origin,1
@user هاض نفط العرب و انتن يا شرّابين بول البعير ما إلكون منة,offensive,2,anger,2,direct,1,other,1,origin,1
هذا اكبر وسخ,offensive,2,indifference,6,direct,1,individual,0,other,0
صالح بن عبدالله السليمان: السعودية: هذا ردي على تهم “الوهابية” الرجعية.. بول البعير.. وتدمير العراق… @url,normal,5,disgust,0,indirect,0,individual,0,other,0
@user @user @user افصيلها ي بايرة,hateful,1,indifference,6,direct,1,other,1,other,0
وياماما خليك في حالك بايره بايره,abusive,0,indifference,6,direct,1,women,2,gender,2
رجعنا مجبورين الخاطر يارب.. افريقيا ياأهلي,normal,5,indifference,6,indirect,0,other,1,other,0
تركى آل شيخ وهو بيشتم دكتور محمد العدل ومفيش وسخ من اللى طالعين يدافعوا عنه نطق كلمة,disrespectful,3,indifference,6,direct,1,individual,0,origin,1
الحريم الكبار مشكله مستحيل يقتنعون او يتقبلون ان في معلمات صغار احسن منهم واشطر منهم,normal,5,indifference,6,indirect,0,women,2,other,0
ديوث كويتي جايب فحل لزوجته..@url,offensive,2,shock,1,indirect,0,other,1,other,0
@user @user @user افصيلها ي بايرة,abusive,0,indifference,6,direct,1,other,1,other,0
@user @user هههه بول البعير,offensive,2,sadness,3,indirect,0,other,1,other,0
وربي في هذي ما الوم مورينيو .. ي شيخ الله يحرقك ي خنزير ي راشفورد ي كبر الباب قدامك وتشوتها فاللاعب !!!,offensive,2,indifference,6,indirect,0,individual,0,other,0
احنا كلنا كان مضحوك علينا من خنازير الاعلام المصري اتضح ان الشعب القطري شعب راقي وجميل وبعدين انتو اصلا دوله متقدمه… @url,offensive,2,disgust,0,direct,1,other,1,origin,1
@user @user احنا مشغولين بقضية التحرش الجنسي @url,normal,5,indifference,6,direct,1,women,2,gender,2
#وسخ_وقرف_الكيزان#كسلا_تحضر#،منبر_المغردين_السودانين @url,hateful,1,indifference,6,direct,1,other,1,origin,1
@user @user مبين عليك سكران من بول البعير يا بعير، العمائم المتخلفه، احذيتها افهم من هذا الخرفان ا… @user,hateful,1,shock,1,direct,1,individual,0,other,0
كلما مررت بجانب فتاة متبرجة كتمت أنفاسي ،,normal,5,indifference,6,indirect,0,women,2,gender,2
يوميات بايرة. @url,offensive,2,indifference,6,direct,1,women,2,gender,2
@user @user احسن انوا نزل قانون التحرش لأن مو معقول نقعد نعيش ب فقاعة الصحوة يفرقون بين الجنسين لي… @url,normal,5,sadness,3,indirect,0,women,2,gender,2
اللي شتموه (الألتراس) دول أوسخ و أنجس شباب في مصر,offensive,2,shock,1,indirect,0,other,1,origin,1
يعني التحرش حرااااااام,abusive,0,disgust,0,indirect,0,women,2,other,0
